# BEAST v1.8.2, r6687
# Generated Sat Apr 30 11:36:40 CDT 2022 [seed=1651336600336]
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	clock.rate	treeLikelihood	coalescent
171000	-2080.3431260523053	1.3334705789800836	-2081.6765966312855	0.6722394135850643	0.26095330032967134	1.0	-2081.6765966312855	-0.009943234628472242
172000	-2078.6075635221296	1.6321128829518645	-2080.2396764050814	0.7381837594144874	0.3241839163813897	1.0	-2080.2396764050814	0.5056686018660626
173000	-2076.0004809320026	2.366610214661267	-2078.367091146664	0.6927155806473664	0.27914981347623613	1.0	-2078.367091146664	1.090603539250559
174000	-2088.574397747069	-1.5685151889455344	-2087.005882558123	0.6833735646277371	0.750408621787424	1.0	-2087.005882558123	-1.8556525807128768
175000	-2078.0734147207922	1.5861402236338287	-2079.659554944426	0.6565448711930791	0.43132395681683755	1.0	-2079.659554944426	0.7452443923618637
176000	-2076.04499398039	1.4644600184658643	-2077.509453998856	0.69013612811079	0.40907634383568353	1.0	-2077.509453998856	0.5706065378527138
177000	-2079.777096051834	0.6780576002322207	-2080.455153652066	0.6753070747709095	0.5575072428428827	1.0	-2080.455153652066	0.09377781614639308
178000	-2085.485834250173	0.4989755411717034	-2085.9848097913446	0.8548324432862848	0.34218744208248436	1.0	-2085.9848097913446	-0.5734210746221944
179000	-2081.0001169471216	1.9272047745507863	-2082.9273217216723	0.7746135489117373	0.2554198870724357	1.0	-2082.9273217216723	0.5623583025116801
180000	-2077.6490754334513	1.9701006909183307	-2079.6191761243695	0.6726548533904495	0.3879986641908776	1.0	-2079.6191761243695	1.0233473087465241
181000	-2078.634239884602	1.3279430106230588	-2079.962182895225	0.7180445790517198	0.456293897275998	1.0	-2079.962182895225	0.5433248451170961
182000	-2084.198801405286	-2.847409517119288	-2081.3513918881667	0.756312937022474	0.962885583163266	1.0	-2081.3513918881667	-2.885230204276686
183000	-2080.767310854313	1.8642851427532525	-2082.631595997066	0.6443336048070981	0.3179583365758647	1.0	-2082.631595997066	0.7184502209107788
184000	-2078.339512499647	1.3991726327053842	-2079.738685132352	0.674571560938823	0.3921726167989462	1.0	-2079.738685132352	0.4631194455654555
185000	-2087.6269632655367	2.2118707572872522	-2089.838834022824	0.6515953016908022	0.36238592382285467	1.0	-2089.838834022824	1.1968252101711727
186000	-2080.9589133700506	1.4590185609696005	-2082.41793193102	0.7220042531835272	0.34268451302674324	1.0	-2082.41793193102	0.38807351879564966
187000	-2080.384836066239	2.008976157857875	-2082.393812224097	0.6968806459037882	0.35888777463437105	1.0	-2082.393812224097	0.9842306130174503
